TransactionID,UserID,CourseID,TransactionDate,Amount,PaymentMethod,TeacherID,Year,Month,MonthName,Quarter,Day,DayOfWeek,DayName
TT03811,U02893,CR00004,2025-06-06,0.0,Bank Transfer,TC00003,2025,6,June,2,6,4,Friday
TT03812,U02894,CR00018,2025-09-11,0.0,Bank Transfer,TC00031,2025,9,September,3,11,3,Thursday
TT03813,U02896,CR00021,2025-04-07,0.0,Bank Transfer,TC00010,2025,4,April,2,7,0,Monday
TT03814,U02900,CR00034,2025-11-27,394.26,Credit Card,TC00031,2025,11,November,4,27,3,Thursday
TT03815,U02901,CR00032,2025-07-16,0.0,PayPal,TC00031,2025,7,July,3,16,2,Wednesday
TT03816,U02903,CR00012,2025-01-23,487.92,Bank Transfer,TC00028,2025,1,January,1,23,3,Thursday
TT03817,U02908,CR00004,2025-03-29,0.0,PayPal,TC00017,2025,3,March,1,29,5,Saturday
TT03818,U02910,CR00013,2025-06-27,0.0,Credit Card,TC00028,2025,6,June,2,27,4,Friday
TT03819,U02911,CR00050,2025-12-30,490.9,Credit Card,TC00027,2025,12,December,4,30,1,Tuesday
TT03820,U02913,CR00031,2025-02-28,0.0,Bank Transfer,TC00031,2025,2,February,1,28,4,Friday
TT03821,U02917,CR00012,2025-11-29,487.92,Bank Transfer,TC00028,2025,11,November,4,29,5,Saturday
TT03822,U02919,CR00045,2025-05-19,0.0,Bank Transfer,TC00023,2025,5,May,2,19,0,Monday
TT03823,U02920,CR00022,2025-03-27,0.0,Credit Card,TC00010,2025,3,March,1,27,3,Thursday
TT03824,U02921,CR00032,2025-12-20,0.0,Bank Transfer,TC00031,2025,12,December,4,20,5,Saturday
TT03825,U02926,CR00014,2025-08-30,0.0,Credit Card,TC00028,2025,8,August,3,30,5,Saturday
TT03826,U02928,CR00042,2025-09-25,0.0,PayPal,TC00044,2025,9,September,3,25,3,Thursday
TT03827,U02929,CR00001,2025-09-09,472.28,PayPal,TC00045,2025,9,September,3,9,1,Tuesday
TT03828,U02930,CR00015,2025-06-17,285.05,Bank Transfer,TC00028,2025,6,June,2,17,1,Tuesday
TT03829,U02932,CR00054,2025-01-22,0.0,PayPal,TC00034,2025,1,January,1,22,2,Wednesday
TT03830,U02933,CR00010,2025-06-27,0.0,PayPal,TC00051,2025,6,June,2,27,4,Friday
TT03831,U02934,CR00025,2025-10-21,299.57,PayPal,TC00010,2025,10,October,4,21,1,Tuesday
TT03832,U02939,CR00021,2025-09-04,0.0,Credit Card,TC00016,2025,9,September,3,4,3,Thursday
TT03833,U02943,CR00020,2025-05-10,0.0,PayPal,TC00028,2025,5,May,2,10,5,Saturday
TT03834,U02944,CR00045,2025-06-23,0.0,Credit Card,TC00044,2025,6,June,2,23,0,Monday
TT03835,U02946,CR00016,2025-11-09,0.0,PayPal,TC00047,2025,11,November,4,9,6,Sunday
TT03836,U02948,CR00022,2025-01-23,0.0,PayPal,TC00016,2025,1,January,1,23,3,Thursday
TT03837,U02951,CR00033,2025-11-28,0.0,PayPal,TC00031,2025,11,November,4,28,4,Friday
TT03838,U02953,CR00015,2025-08-17,285.05,Bank Transfer,TC00028,2025,8,August,3,17,6,Sunday
TT03839,U02955,CR00055,2025-09-08,57.32,PayPal,TC00045,2025,9,September,3,8,0,Monday
TT03840,U02957,CR00032,2025-11-20,0.0,Credit Card,TC00031,2025,11,November,4,20,3,Thursday
TT03841,U02960,CR00025,2025-03-26,299.57,PayPal,TC00010,2025,3,March,1,26,2,Wednesday
TT03842,U02961,CR00022,2025-12-15,0.0,PayPal,TC00016,2025,12,December,4,15,0,Monday
TT03843,U02963,CR00030,2025-10-30,0.0,PayPal,TC00009,2025,10,October,4,30,3,Thursday
TT03844,U02964,CR00026,2025-01-28,0.0,Credit Card,TC00016,2025,1,January,1,28,1,Tuesday
TT03845,U02965,CR00040,2025-04-07,327.99,Bank Transfer,TC00014,2025,4,April,2,7,0,Monday
TT03846,U02967,CR00018,2025-04-10,0.0,PayPal,TC00010,2025,4,April,2,10,3,Thursday
TT03847,U02973,CR00029,2025-09-14,0.0,Credit Card,TC00014,2025,9,September,3,14,6,Sunday
TT03848,U02975,CR00048,2025-03-29,0.0,Credit Card,TC00027,2025,3,March,1,29,5,Saturday
TT03849,U02977,CR00034,2025-02-09,394.26,Bank Transfer,TC00031,2025,2,February,1,9,6,Sunday
TT03850,U02979,CR00056,2025-11-05,212.39,Bank Transfer,TC00022,2025,11,November,4,5,2,Wednesday
TT03851,U02982,CR00036,2025-05-02,0.0,Credit Card,TC00043,2025,5,May,2,2,4,Friday
TT03852,U02983,CR00042,2025-04-09,0.0,Credit Card,TC00044,2025,4,April,2,9,2,Wednesday
TT03853,U02985,CR00028,2025-10-01,0.78,Bank Transfer,TC00025,2025,10,October,4,1,2,Wednesday
TT03854,U02991,CR00005,2025-10-27,0.0,Credit Card,TC00025,2025,10,October,4,27,0,Monday
TT03855,U02993,CR00045,2025-08-29,0.0,Credit Card,TC00023,2025,8,August,3,29,4,Friday
TT03856,U02997,CR00027,2025-08-28,0.0,Bank Transfer,TC00017,2025,8,August,3,28,3,Thursday
TT03857,U02999,CR00051,2025-09-09,37.89,PayPal,TC00026,2025,9,September,3,9,1,Tuesday
TT03858,U00010,CR00048,2025-08-02,0.0,Bank Transfer,TC00011,2025,8,August,3,2,5,Saturday
TT03859,U00010,CR00011,2025-10-01,326.02,PayPal,TC00021,2025,10,October,4,1,2,Wednesday
TT03860,U00012,CR00008,2025-09-08,0.0,PayPal,TC00033,2025,9,September,3,8,0,Monday
TT03861,U00012,CR00040,2025-09-14,327.99,Bank Transfer,TC00018,2025,9,September,3,14,6,Sunday
TT03862,U00017,CR00001,2025-05-19,472.28,Credit Card,TC00056,2025,5,May,2,19,0,Monday
TT03863,U00017,CR00050,2025-02-02,490.9,Bank Transfer,TC00054,2025,2,February,1,2,6,Sunday
TT03864,U00017,CR00059,2025-11-26,0.0,Bank Transfer,TC00024,2025,11,November,4,26,2,Wednesday
TT03865,U00025,CR00044,2025-08-18,119.04,Bank Transfer,TC00037,2025,8,August,3,18,0,Monday
TT03866,U00025,CR00027,2025-01-04,0.0,PayPal,TC00007,2025,1,January,1,4,5,Saturday
TT03867,U00025,CR00019,2025-06-03,0.0,Bank Transfer,TC00053,2025,6,June,2,3,1,Tuesday
TT03868,U00025,CR00004,2025-03-26,0.0,Credit Card,TC00056,2025,3,March,1,26,2,Wednesday
TT03869,U00046,CR00029,2025-05-22,0.0,PayPal,TC00004,2025,5,May,2,22,3,Thursday
TT03870,U00046,CR00008,2025-11-25,0.0,PayPal,TC00033,2025,11,November,4,25,1,Tuesday
TT03871,U00056,CR00004,2025-06-08,0.0,Credit Card,TC00056,2025,6,June,2,8,6,Sunday
TT03872,U00056,CR00007,2025-08-09,0.0,Credit Card,TC00033,2025,8,August,3,9,5,Saturday
TT03873,U00060,CR00048,2025-11-10,0.0,Credit Card,TC00054,2025,11,November,4,10,0,Monday
TT03874,U00060,CR00041,2025-08-25,53.86,PayPal,TC00037,2025,8,August,3,25,0,Monday
TT03875,U00060,CR00003,2025-12-01,0.0,Bank Transfer,TC00056,2025,12,December,4,1,0,Monday
TT03876,U00060,CR00042,2025-08-13,0.0,Bank Transfer,TC00037,2025,8,August,3,13,2,Wednesday
TT03877,U00074,CR00050,2025-11-13,490.9,Bank Transfer,TC00041,2025,11,November,4,13,3,Thursday
TT03878,U00074,CR00005,2025-11-02,0.0,Credit Card,TC00056,2025,11,November,4,2,6,Sunday
TT03879,U00074,CR00001,2025-06-04,472.28,PayPal,TC00056,2025,6,June,2,4,2,Wednesday
TT03880,U00076,CR00001,2025-08-28,472.28,PayPal,TC00056,2025,8,August,3,28,3,Thursday
TT03881,U00076,CR00009,2025-07-11,0.0,Credit Card,TC00033,2025,7,July,3,11,4,Friday
TT03882,U00076,CR00013,2025-08-04,0.0,PayPal,TC00002,2025,8,August,3,4,0,Monday
TT03883,U00076,CR00029,2025-12-29,0.0,PayPal,TC00007,2025,12,December,4,29,0,Monday
TT03884,U00086,CR00041,2025-07-04,53.86,Credit Card,TC00037,2025,7,July,3,4,4,Friday
TT03885,U00086,CR00013,2025-06-13,0.0,PayPal,TC00018,2025,6,June,2,13,4,Friday
TT03886,U00086,CR00019,2025-10-02,0.0,Credit Card,TC00053,2025,10,October,4,2,3,Thursday
TT03887,U00086,CR00002,2025-11-21,0.0,Credit Card,TC00056,2025,11,November,4,21,4,Friday
TT03888,U00087,CR00026,2025-06-18,0.0,Credit Card,TC00007,2025,6,June,2,18,2,Wednesday
TT03889,U00087,CR00036,2025-05-29,0.0,Bank Transfer,TC00018,2025,5,May,2,29,3,Thursday
TT03890,U00087,CR00020,2025-09-02,0.0,Credit Card,TC00053,2025,9,September,3,2,1,Tuesday
TT03891,U00092,CR00039,2025-06-02,346.71,Bank Transfer,TC00018,2025,6,June,2,2,0,Monday
TT03892,U00092,CR00017,2025-06-27,0.0,Bank Transfer,TC00053,2025,6,June,2,27,4,Friday
TT03893,U00092,CR00022,2025-08-29,0.0,Credit Card,TC00008,2025,8,August,3,29,4,Friday
TT03894,U00092,CR00046,2025-06-07,248.1,PayPal,TC00054,2025,6,June,2,7,5,Saturday
TT03895,U00096,CR00023,2025-05-23,0.0,Bank Transfer,TC00008,2025,5,May,2,23,4,Friday
TT03896,U00096,CR00030,2025-11-27,0.0,PayPal,TC00007,2025,11,November,4,27,3,Thursday
TT03897,U00096,CR00029,2025-06-02,0.0,PayPal,TC00021,2025,6,June,2,2,0,Monday
TT03898,U00096,CR00058,2025-10-14,0.0,Bank Transfer,TC00002,2025,10,October,4,14,1,Tuesday
TT03899,U00108,CR00054,2025-08-16,0.0,PayPal,TC00058,2025,8,August,3,16,5,Saturday
TT03900,U00108,CR00007,2025-01-04,0.0,Credit Card,TC00033,2025,1,January,1,4,5,Saturday
TT03901,U00125,CR00027,2025-03-06,0.0,PayPal,TC00021,2025,3,March,1,6,3,Thursday
TT03902,U00125,CR00011,2025-03-21,326.02,Credit Card,TC00002,2025,3,March,1,21,4,Friday
TT03903,U00127,CR00012,2025-06-08,487.92,PayPal,TC00012,2025,6,June,2,8,6,Sunday
TT03904,U00127,CR00017,2025-09-18,0.0,PayPal,TC00053,2025,9,September,3,18,3,Thursday
TT03905,U00127,CR00049,2025-10-11,415.51,Credit Card,TC00041,2025,10,October,4,11,5,Saturday
TT03906,U00137,CR00038,2025-12-28,342.61,Bank Transfer,TC00018,2025,12,December,4,28,6,Sunday
TT03907,U00137,CR00024,2025-09-10,117.68,Credit Card,TC00008,2025,9,September,3,10,2,Wednesday
TT03908,U00139,CR00046,2025-09-21,248.1,PayPal,TC00011,2025,9,September,3,21,6,Sunday
TT03909,U00139,CR00013,2025-01-05,0.0,Bank Transfer,TC00008,2025,1,January,1,5,6,Sunday
TT03910,U00139,CR00029,2025-04-13,0.0,PayPal,TC00004,2025,4,April,2,13,6,Sunday
TT03911,U00139,CR00019,2025-11-13,0.0,Bank Transfer,TC00053,2025,11,November,4,13,3,Thursday
TT03912,U00143,CR00057,2025-05-09,177.34,PayPal,TC00002,2025,5,May,2,9,4,Friday
TT03913,U00143,CR00035,2025-07-16,0.0,PayPal,TC00046,2025,7,July,3,16,2,Wednesday
TT03914,U00150,CR00032,2025-12-06,0.0,Credit Card,TC00046,2025,12,December,4,6,5,Saturday
TT03915,U00150,CR00020,2025-09-26,0.0,PayPal,TC00053,2025,9,September,3,26,4,Friday
TT03916,U00153,CR00051,2025-12-16,37.89,Credit Card,TC00058,2025,12,December,4,16,1,Tuesday
TT03917,U00153,CR00003,2025-02-21,0.0,PayPal,TC00056,2025,2,February,1,21,4,Friday
TT03918,U00165,CR00006,2025-04-09,276.37,PayPal,TC00033,2025,4,April,2,9,2,Wednesday
TT03919,U00165,CR00020,2025-06-30,0.0,Bank Transfer,TC00053,2025,6,June,2,30,0,Monday
TT03920,U00165,CR00047,2025-07-25,89.59,Bank Transfer,TC00054,2025,7,July,3,25,4,Friday
TT03921,U00165,CR00041,2025-03-23,53.86,PayPal,TC00037,2025,3,March,1,23,6,Sunday
TT03922,U00170,CR00036,2025-08-09,0.0,PayPal,TC00018,2025,8,August,3,9,5,Saturday
TT03923,U00170,CR00052,2025-02-15,0.0,Bank Transfer,TC00058,2025,2,February,1,15,5,Saturday
TT03924,U00170,CR00005,2025-03-06,0.0,Credit Card,TC00056,2025,3,March,1,6,3,Thursday
TT03925,U00200,CR00056,2025-08-24,212.39,PayPal,TC00002,2025,8,August,3,24,6,Sunday
TT03926,U00200,CR00055,2025-01-22,57.32,Credit Card,TC00058,2025,1,January,1,22,2,Wednesday
TT03927,U00200,CR00010,2025-07-12,0.0,Credit Card,TC00033,2025,7,July,3,12,5,Saturday
TT03928,U00200,CR00008,2025-12-18,0.0,PayPal,TC00033,2025,12,December,4,18,3,Thursday
TT03929,U00201,CR00006,2025-04-26,276.37,PayPal,TC00033,2025,4,April,2,26,5,Saturday
TT03930,U00201,CR00052,2025-01-09,0.0,Credit Card,TC00058,2025,1,January,1,9,3,Thursday
TT03931,U00201,CR00049,2025-04-17,415.51,PayPal,TC00011,2025,4,April,2,17,3,Thursday
TT03932,U00213,CR00025,2025-07-11,299.57,Bank Transfer,TC00008,2025,7,July,3,11,4,Friday
TT03933,U00213,CR00016,2025-06-12,0.0,Credit Card,TC00053,2025,6,June,2,12,3,Thursday
TT03934,U00234,CR00011,2025-02-28,326.02,Credit Card,TC00033,2025,2,February,1,28,4,Friday
TT03935,U00234,CR00017,2025-09-23,0.0,Bank Transfer,TC00053,2025,9,September,3,23,1,Tuesday
TT03936,U00235,CR00019,2025-07-12,0.0,Bank Transfer,TC00053,2025,7,July,3,12,5,Saturday
TT03937,U00235,CR00003,2025-08-03,0.0,PayPal,TC00056,2025,8,August,3,3,6,Sunday
TT03938,U00235,CR00001,2025-03-21,472.28,Bank Transfer,TC00056,2025,3,March,1,21,4,Friday
TT03939,U00263,CR00018,2025-11-16,0.0,PayPal,TC00053,2025,11,November,4,16,6,Sunday
TT03940,U00263,CR00052,2025-02-26,0.0,Credit Card,TC00058,2025,2,February,1,26,2,Wednesday
TT03941,U00263,CR00042,2025-02-01,0.0,Bank Transfer,TC00037,2025,2,February,1,1,5,Saturday
TT03942,U00263,CR00023,2025-11-05,0.0,PayPal,TC00008,2025,11,November,4,5,2,Wednesday
TT03943,U00264,CR00033,2025-03-20,0.0,Bank Transfer,TC00012,2025,3,March,1,20,3,Thursday
TT03944,U00264,CR00030,2025-11-23,0.0,Credit Card,TC00021,2025,11,November,4,23,6,Sunday
TT03945,U00264,CR00016,2025-03-12,0.0,Credit Card,TC00053,2025,3,March,1,12,2,Wednesday
TT03946,U00267,CR00044,2025-06-15,119.04,PayPal,TC00037,2025,6,June,2,15,6,Sunday
TT03947,U00267,CR00025,2025-06-05,299.57,Bank Transfer,TC00008,2025,6,June,2,5,3,Thursday
TT03948,U00267,CR00012,2025-09-05,487.92,Bank Transfer,TC00012,2025,9,September,3,5,4,Friday
TT03949,U00267,CR00013,2025-01-01,0.0,Bank Transfer,TC00004,2025,1,January,1,1,2,Wednesday
TT03950,U00279,CR00057,2025-01-10,177.34,Bank Transfer,TC00002,2025,1,January,1,10,4,Friday
TT03951,U00279,CR00045,2025-03-01,0.0,PayPal,TC00037,2025,3,March,1,1,5,Saturday
TT03952,U00279,CR00024,2025-08-18,117.68,PayPal,TC00008,2025,8,August,3,18,0,Monday
TT03953,U00286,CR00052,2025-06-24,0.0,Credit Card,TC00058,2025,6,June,2,24,1,Tuesday
TT03954,U00286,CR00010,2025-11-16,0.0,Bank Transfer,TC00033,2025,11,November,4,16,6,Sunday
TT03955,U00286,CR00053,2025-03-07,0.0,Bank Transfer,TC00058,2025,3,March,1,7,4,Friday
TT03956,U00287,CR00010,2025-03-05,0.0,Bank Transfer,TC00033,2025,3,March,1,5,2,Wednesday
TT03957,U00287,CR00016,2025-11-26,0.0,Credit Card,TC00053,2025,11,November,4,26,2,Wednesday
TT03958,U00290,CR00020,2025-06-01,0.0,Bank Transfer,TC00053,2025,6,June,2,1,6,Sunday
TT03959,U00290,CR00058,2025-07-14,0.0,Credit Card,TC00002,2025,7,July,3,14,0,Monday
TT03960,U00290,CR00055,2025-02-27,57.32,Bank Transfer,TC00058,2025,2,February,1,27,3,Thursday
TT03961,U00291,CR00048,2025-07-29,0.0,Bank Transfer,TC00054,2025,7,July,3,29,1,Tuesday
TT03962,U00291,CR00006,2025-04-21,276.37,Bank Transfer,TC00033,2025,4,April,2,21,0,Monday
TT03963,U00291,CR00026,2025-09-18,0.0,Bank Transfer,TC00021,2025,9,September,3,18,3,Thursday
TT03964,U00308,CR00050,2025-03-09,490.9,Credit Card,TC00041,2025,3,March,1,9,6,Sunday
TT03965,U00308,CR00025,2025-11-11,299.57,Credit Card,TC00008,2025,11,November,4,11,1,Tuesday
TT03966,U00308,CR00005,2025-08-28,0.0,Credit Card,TC00056,2025,8,August,3,28,3,Thursday
TT03967,U00308,CR00036,2025-01-14,0.0,Credit Card,TC00018,2025,1,January,1,14,1,Tuesday
TT03968,U00314,CR00004,2025-01-12,0.0,PayPal,TC00056,2025,1,January,1,12,6,Sunday
TT03969,U00314,CR00003,2025-12-26,0.0,Credit Card,TC00056,2025,12,December,4,26,4,Friday
TT03970,U00314,CR00052,2025-01-27,0.0,Bank Transfer,TC00058,2025,1,January,1,27,0,Monday
TT03971,U00316,CR00021,2025-02-28,0.0,PayPal,TC00008,2025,2,February,1,28,4,Friday
TT03972,U00316,CR00043,2025-08-29,0.0,Bank Transfer,TC00037,2025,8,August,3,29,4,Friday
TT03973,U00317,CR00055,2025-09-27,57.32,Bank Transfer,TC00058,2025,9,September,3,27,5,Saturday
TT03974,U00317,CR00017,2025-09-22,0.0,PayPal,TC00053,2025,9,September,3,22,0,Monday
TT03975,U00317,CR00031,2025-07-10,0.0,PayPal,TC00046,2025,7,July,3,10,3,Thursday
TT03976,U00327,CR00057,2025-11-27,177.34,PayPal,TC00002,2025,11,November,4,27,3,Thursday
TT03977,U00327,CR00037,2025-07-05,0.0,Credit Card,TC00018,2025,7,July,3,5,5,Saturday
TT03978,U00327,CR00043,2025-01-21,0.0,PayPal,TC00037,2025,1,January,1,21,1,Tuesday
TT03979,U00327,CR00059,2025-06-12,0.0,Bank Transfer,TC00024,2025,6,June,2,12,3,Thursday
TT03980,U00346,CR00054,2025-08-14,0.0,Credit Card,TC00058,2025,8,August,3,14,3,Thursday
TT03981,U00346,CR00011,2025-07-04,326.02,Bank Transfer,TC00053,2025,7,July,3,4,4,Friday
TT03982,U00346,CR00042,2025-04-09,0.0,PayPal,TC00037,2025,4,April,2,9,2,Wednesday
TT03983,U00354,CR00059,2025-06-30,0.0,PayPal,TC00024,2025,6,June,2,30,0,Monday
TT03984,U00354,CR00058,2025-09-26,0.0,Bank Transfer,TC00024,2025,9,September,3,26,4,Friday
TT03985,U00369,CR00052,2025-09-09,0.0,PayPal,TC00058,2025,9,September,3,9,1,Tuesday
TT03986,U00369,CR00018,2025-08-13,0.0,Credit Card,TC00053,2025,8,August,3,13,2,Wednesday
TT03987,U00369,CR00013,2025-08-01,0.0,PayPal,TC00059,2025,8,August,3,1,4,Friday
TT03988,U00369,CR00010,2025-07-20,0.0,PayPal,TC00033,2025,7,July,3,20,6,Sunday
TT03989,U00382,CR00018,2025-11-29,0.0,PayPal,TC00053,2025,11,November,4,29,5,Saturday
TT03990,U00382,CR00004,2025-06-19,0.0,Credit Card,TC00056,2025,6,June,2,19,3,Thursday
TT03991,U00382,CR00034,2025-03-23,394.26,PayPal,TC00059,2025,3,March,1,23,6,Sunday
TT03992,U00390,CR00052,2025-04-16,0.0,PayPal,TC00058,2025,4,April,2,16,2,Wednesday
TT03993,U00390,CR00053,2025-03-02,0.0,Credit Card,TC00058,2025,3,March,1,2,6,Sunday
TT03994,U00390,CR00009,2025-09-18,0.0,Credit Card,TC00033,2025,9,September,3,18,3,Thursday
TT03995,U00398,CR00002,2025-09-22,0.0,Credit Card,TC00056,2025,9,September,3,22,0,Monday
TT03996,U00398,CR00035,2025-05-24,0.0,Bank Transfer,TC00012,2025,5,May,2,24,5,Saturday
TT03997,U00398,CR00024,2025-10-21,117.68,Bank Transfer,TC00008,2025,10,October,4,21,1,Tuesday
TT03998,U00402,CR00053,2025-09-16,0.0,Bank Transfer,TC00058,2025,9,September,3,16,1,Tuesday
TT03999,U00402,CR00045,2025-08-20,0.0,PayPal,TC00037,2025,8,August,3,20,2,Wednesday
TT04000,U00412,CR00042,2025-02-14,0.0,PayPal,TC00037,2025,2,February,1,14,4,Friday
TT04001,U00412,CR00003,2025-04-13,0.0,Bank Transfer,TC00056,2025,4,April,2,13,6,Sunday
TT04002,U00412,CR00024,2025-03-01,117.68,Bank Transfer,TC00008,2025,3,March,1,1,5,Saturday
TT04003,U00412,CR00044,2025-11-28,119.04,Bank Transfer,TC00037,2025,11,November,4,28,4,Friday
TT04004,U00413,CR00033,2025-08-04,0.0,PayPal,TC00046,2025,8,August,3,4,0,Monday
TT04005,U00413,CR00001,2025-02-07,472.28,Bank Transfer,TC00056,2025,2,February,1,7,4,Friday
TT04006,U00418,CR00029,2025-01-16,0.0,Credit Card,TC00007,2025,1,January,1,16,3,Thursday
TT04007,U00418,CR00050,2025-12-13,490.9,PayPal,TC00041,2025,12,December,4,13,5,Saturday
TT04008,U00418,CR00051,2025-02-07,37.89,Bank Transfer,TC00058,2025,2,February,1,7,4,Friday
TT04009,U00422,CR00015,2025-01-21,285.05,Credit Card,TC00008,2025,1,January,1,21,1,Tuesday
TT04010,U00422,CR00032,2025-09-08,0.0,PayPal,TC00046,2025,9,September,3,8,0,Monday
TT04011,U00422,CR00043,2025-10-22,0.0,Credit Card,TC00037,2025,10,October,4,22,2,Wednesday
TT04012,U00426,CR00035,2025-08-17,0.0,PayPal,TC00055,2025,8,August,3,17,6,Sunday
TT04013,U00426,CR00004,2025-10-09,0.0,PayPal,TC00056,2025,10,October,4,9,3,Thursday
TT04014,U00426,CR00060,2025-11-13,0.0,Bank Transfer,TC00002,2025,11,November,4,13,3,Thursday
TT04015,U00426,CR00001,2025-07-07,472.28,PayPal,TC00056,2025,7,July,3,7,0,Monday
TT04016,U00437,CR00053,2025-02-05,0.0,PayPal,TC00058,2025,2,February,1,5,2,Wednesday
TT04017,U00437,CR00022,2025-11-17,0.0,Bank Transfer,TC00008,2025,11,November,4,17,0,Monday
TT04018,U00437,CR00036,2025-08-15,0.0,PayPal,TC00018,2025,8,August,3,15,4,Friday
TT04019,U00448,CR00059,2025-03-01,0.0,Bank Transfer,TC00002,2025,3,March,1,1,5,Saturday
TT04020,U00448,CR00031,2025-09-18,0.0,Credit Card,TC00059,2025,9,September,3,18,3,Thursday
TT04021,U00448,CR00035,2025-07-10,0.0,PayPal,TC00046,2025,7,July,3,10,3,Thursday
TT04022,U00452,CR00055,2025-05-17,57.32,Credit Card,TC00058,2025,5,May,2,17,5,Saturday
TT04023,U00452,CR00045,2025-07-01,0.0,Credit Card,TC00037,2025,7,July,3,1,1,Tuesday
TT04024,U00452,CR00017,2025-10-27,0.0,PayPal,TC00053,2025,10,October,4,27,0,Monday
TT04025,U00454,CR00038,2025-10-15,342.61,Bank Transfer,TC00018,2025,10,October,4,15,2,Wednesday
TT04026,U00454,CR00049,2025-12-15,415.51,PayPal,TC00054,2025,12,December,4,15,0,Monday
TT04027,U00454,CR00036,2025-10-14,0.0,PayPal,TC00018,2025,10,October,4,14,1,Tuesday
TT04028,U00454,CR00005,2025-02-25,0.0,Credit Card,TC00056,2025,2,February,1,25,1,Tuesday
TT04029,U00455,CR00048,2025-08-18,0.0,Bank Transfer,TC00041,2025,8,August,3,18,0,Monday
TT04030,U00455,CR00022,2025-05-24,0.0,PayPal,TC00008,2025,5,May,2,24,5,Saturday
TT04031,U00455,CR00002,2025-12-02,0.0,PayPal,TC00056,2025,12,December,4,2,1,Tuesday
TT04032,U00457,CR00051,2025-12-12,37.89,Credit Card,TC00058,2025,12,December,4,12,4,Friday
TT04033,U00457,CR00017,2025-01-21,0.0,Credit Card,TC00053,2025,1,January,1,21,1,Tuesday
TT04034,U00458,CR00002,2025-06-16,0.0,PayPal,TC00056,2025,6,June,2,16,0,Monday
TT04035,U00458,CR00010,2025-03-04,0.0,Credit Card,TC00033,2025,3,March,1,4,1,Tuesday
TT04036,U00458,CR00024,2025-05-25,117.68,PayPal,TC00008,2025,5,May,2,25,6,Sunday
TT04037,U00458,CR00047,2025-03-07,89.59,Bank Transfer,TC00011,2025,3,March,1,7,4,Friday
TT04038,U00461,CR00026,2025-06-15,0.0,Bank Transfer,TC00021,2025,6,June,2,15,6,Sunday
TT04039,U00461,CR00050,2025-07-23,490.9,Credit Card,TC00011,2025,7,July,3,23,2,Wednesday
TT04040,U00462,CR00011,2025-01-02,326.02,Bank Transfer,TC00041,2025,1,January,1,2,3,Thursday
TT04041,U00462,CR00017,2025-11-15,0.0,PayPal,TC00053,2025,11,November,4,15,5,Saturday
TT04042,U00473,CR00029,2025-01-03,0.0,PayPal,TC00021,2025,1,January,1,3,4,Friday
TT04043,U00473,CR00038,2025-07-29,342.61,Credit Card,TC00018,2025,7,July,3,29,1,Tuesday
TT04044,U00473,CR00054,2025-09-23,0.0,Credit Card,TC00058,2025,9,September,3,23,1,Tuesday
TT04045,U00475,CR00023,2025-05-23,0.0,Credit Card,TC00008,2025,5,May,2,23,4,Friday
TT04046,U00475,CR00040,2025-11-16,327.99,PayPal,TC00018,2025,11,November,4,16,6,Sunday
TT04047,U00475,CR00006,2025-05-30,276.37,Credit Card,TC00033,2025,5,May,2,30,4,Friday
TT04048,U00486,CR00026,2025-02-13,0.0,Credit Card,TC00021,2025,2,February,1,13,3,Thursday
TT04049,U00486,CR00037,2025-09-14,0.0,Credit Card,TC00018,2025,9,September,3,14,6,Sunday
TT04050,U00489,CR00034,2025-02-27,394.26,Bank Transfer,TC00055,2025,2,February,1,27,3,Thursday
TT04051,U00489,CR00029,2025-08-11,0.0,Bank Transfer,TC00021,2025,8,August,3,11,0,Monday
TT04052,U00489,CR00041,2025-10-29,53.86,PayPal,TC00037,2025,10,October,4,29,2,Wednesday
TT04053,U00495,CR00015,2025-04-19,285.05,PayPal,TC00012,2025,4,April,2,19,5,Saturday
TT04054,U00495,CR00009,2025-12-25,0.0,PayPal,TC00033,2025,12,December,4,25,3,Thursday
TT04055,U00497,CR00052,2025-08-28,0.0,Bank Transfer,TC00058,2025,8,August,3,28,3,Thursday
TT04056,U00497,CR00048,2025-06-06,0.0,Credit Card,TC00041,2025,6,June,2,6,4,Friday
TT04057,U00497,CR00054,2025-12-11,0.0,PayPal,TC00058,2025,12,December,4,11,3,Thursday
TT04058,U00498,CR00020,2025-09-19,0.0,PayPal,TC00053,2025,9,September,3,19,4,Friday
TT04059,U00498,CR00059,2025-03-21,0.0,Bank Transfer,TC00024,2025,3,March,1,21,4,Friday
TT04060,U00498,CR00037,2025-08-03,0.0,Bank Transfer,TC00018,2025,8,August,3,3,6,Sunday
TT04061,U00500,CR00046,2025-12-20,248.1,Bank Transfer,TC00054,2025,12,December,4,20,5,Saturday
TT04062,U00500,CR00038,2025-06-30,342.61,PayPal,TC00018,2025,6,June,2,30,0,Monday
TT04063,U00503,CR00009,2025-12-13,0.0,Bank Transfer,TC00033,2025,12,December,4,13,5,Saturday
TT04064,U00503,CR00058,2025-11-21,0.0,Credit Card,TC00024,2025,11,November,4,21,4,Friday
TT04065,U00514,CR00001,2025-04-10,472.28,Bank Transfer,TC00056,2025,4,April,2,10,3,Thursday
TT04066,U00514,CR00004,2025-11-15,0.0,Credit Card,TC00056,2025,11,November,4,15,5,Saturday
TT04067,U00514,CR00024,2025-11-14,117.68,Credit Card,TC00008,2025,11,November,4,14,4,Friday
